"date" "administrativeAssistant" "applyForFoodStamps" "applyForMedicaid" "applyForMedicare" "badCreditScore" "cashAdvance" "cashAssistance" "cashier" "cheapApartment" "collectUnemploymentPay" "customerServiceJob" "daycareJob" "dhsOffice" "electricityBill" "eligibleForSocialSecurity" "fastFoodJob" "fileForBankruptcy" "fixMyCreditScore" "foodService" "foodStampOffice" "foodStamps" "forgiveLoans" "freeClinic" "freeHealthcare" "freeSchoolLunch" "getACashAdvance" "getALoanWithBadCredit" "getAPaydayLoan" "getOutOfDebt" "getRichQuick" "governmentBenefits" "governmentHousing" "helpWithRent" "homelessShelter" "housekeeping" "maximumUnemploymentBenefits" "paydayLoan" "payPerHour" "publicHousing" "rentAssistance" "reverseMortgage" "salesAssociateJob" "tanf" "tempJob" "temporaryJob" "temporaryWork" "tempWork" "unemploymentBenefits" "unemploymentCheck" "utilityBill" "welfareMoney" "welfareOffice" "welfareProgram" "whatCanYouBuyWithFoodStamps" "workForMinimumWage" "workInARestaurant" "workInCustomerService" "workInFastFood" "year" "month" "rate" "finalDate"
"67" "2009-07" 19 4 5.75 5 5 80 4.75 54.25 69.5 0 64.5 6.5 3.75 64.75 5 3.75 89.25 0 62.25 2.5 4.25 0.5 8.25 4.75 2.25 4 4.5 4.75 6.5 3.5 2.25 5.5 5 44 68 4.75 6.75 37 5.75 6.25 4.5 2.5 5 4.75 4 36 5 5 4.5 59.25 12.5 4 4.5 0.75 4.75 0 5.25 0 "2009" "07" 0.161998587220488 2009-07-01
"68" "2009-08" 19.8 4.4 5.4 5.8 4.6 80.8 4.8 56.4 62.4 0 73.4 6 3.6 55.4 7 3.6 80.4 1.2 57.2 3 4.6 0.4 8.4 5 4.6 4 4.6 3.2 5.8 3.4 2.6 5 4.8 42.8 72.4 4.4 6.4 39.4 5 6.4 4.2 3.2 5.4 4.8 3.8 32.6 4.8 4.4 4.2 58.8 20.2 4.6 3.6 0 5 3.8 5.2 0 "2009" "08" 0.16316710526524 2009-08-01
"69" "2009-09" 19 4 5.5 5.25 4.5 64 4.25 51.75 57.25 0 58.5 5.5 3.5 54.5 4.25 3.5 83.75 0 63.25 3 4.5 0 8 4.75 3.25 0 3.75 3.5 4.75 2.75 2.75 4.75 4.5 50.5 71.25 4.75 5.75 40.5 5 5.5 4 3.75 5.75 4.75 3.5 32.5 4.75 4.5 4 52.75 18.25 4 4.75 2 5 3 4.5 0 "2009" "09" 0.160494868280933 2009-09-01
"70" "2009-10" 17.25 4 5 5.5 4.5 62 3.75 52 54.75 0 62.5 5.5 3.75 52.75 5 5 81.25 0 52.5 2.75 4.25 0 8.75 4 1.75 2.75 4.25 3.25 5 2.75 3 4.75 4.75 55 72.25 5.25 5.5 46 5.25 6.25 4 4 6 3.75 2.75 34.5 4.75 5.25 4 59.5 25.75 3.5 4.25 3 4.25 2.25 4.25 0 "2009" "10" 0.164025972834283 2009-10-01
"71" "2009-11" 16.2 4.2 5 5.4 4.2 62.6 4 45.6 58 1 56.2 5 3.6 52.8 5 4.4 74.4 1.2 53.4 2.4 4.2 0.4 7.4 4 1.8 3.6 3.6 3 4.6 3 3 4.4 4.6 70.6 72.2 5.6 5.8 41 4.6 5.2 3.4 3.4 6 3.8 3.2 31.8 4.6 5.4 4.6 49.6 26.2 4 4 4 4.8 0 4.6 0 "2009" "11" 0.166242584192307 2009-11-01
"72" "2009-12" 13.5 3 4.5 5 3.75 69.75 3.5 44.25 53.75 0 44 4 3 50.75 6.5 2.75 60.5 0 36 2 3.5 0 6.25 2.75 1 0.75 3.5 4.25 4.5 2.75 2.25 3.25 3.75 72.25 69 4.25 6.5 30.75 4 5 2.75 2 4.5 3.5 3.25 27 4.5 4.5 4.5 45.75 19.5 3.25 3.75 3 4 0 3 2 "2009" "12" 0.166849630901848 2009-12-01
"73" "2010-01" 20.8 4.6 6 6.6 5.6 58.2 3.6 52.4 61.8 5 66.8 7.2 3.6 73 5 4.2 80.8 5.8 58.6 2.4 4.4 1.6 7.4 3.4 1.8 1.8 3.6 3 5.2 2.6 3 4.8 3.8 57.6 65.4 5.6 4.8 43.6 4.8 5.6 4 3.6 5.6 4.8 3.8 37 5.4 4.2 5 58.2 18.6 4 4 2.6 4.2 1.4 5 0 "2010" "01" 0.169268420208663 2010-01-01
"74" "2010-02" 19 3.25 6 6.5 5.5 42 3.5 47.5 65.25 5.5 57 5.5 3.25 63.25 6.25 4.5 74.75 6.75 56.75 2 3.5 1.5 7 3.25 2 3 4 2 4 3 2.75 4.5 3.25 46.25 59.75 5.75 3.5 44.25 5.5 4.25 3.75 4 5.5 3.75 3.25 32.25 4.25 4.75 4 50.25 17 3.75 4.5 2.5 5.25 3 4.5 1.25 "2010" "02" 0.168427017454155 2010-02-01
"75" "2010-03" 20.75 3 5.75 6.25 5.25 45 3.25 49.5 62.25 3.25 61.25 7.5 3.75 54 5.75 4.5 69.5 5.75 51 2 3.75 1.75 7.25 5.75 1.75 3 4.5 3 4.25 2.75 3.25 4.5 3 44.25 62.5 5.75 4.25 47 5.25 4.75 3.5 3.75 5.5 4 3.25 33.25 4.25 4.75 3.75 50.5 22.25 3.75 4.25 2.75 4.5 2.25 4.5 6 "2010" "03" 0.167200237726492 2010-03-01
"76" "2010-04" 30.25 3.5 5.5 5.5 5.5 51.75 3.75 52.75 66.75 0 63.25 7 4.25 66 6.25 4.75 68.5 6 63 2.5 3.75 1 7 3.25 1.75 4 4.5 3.25 4.25 2.5 3 5.25 4.5 42 64.25 5.25 5.25 49.25 5.75 6.25 3.5 4.25 6.75 3.75 3 39.5 4.75 4.5 4 59.5 22.5 3.75 4 3 4.5 4 5.25 4.5 "2010" "04" 0.167651636938055 2010-04-01
"77" "2010-05" 19.6 4.2 5.2 4 5.2 57.8 4 55.2 66.8 1.2 67.6 6.8 4 57 4.8 5.6 68.8 5 60 2.8 4 0 6.8 3.4 1.6 3.4 4.6 3.8 3.8 2.6 2.8 4 4 39.8 62 4.6 5.8 49.6 5 6.4 3.4 4.8 5.4 4.8 4.6 37.8 5.2 3.8 3.4 53.6 15 3.8 3.4 3.2 7.2 3 6.2 0 "2010" "05" 0.166154662044788 2010-05-01
"78" "2010-06" 19 4.25 5.75 5 4.75 64.5 4.5 54.75 69.5 0 74.75 6 4 63.5 5.25 5.5 70.75 6.5 62.5 2.75 4.25 0 7.25 2.5 2.25 3.25 5.5 4.25 4.5 2.75 2.5 4.5 5 39.5 60.75 5.5 6.75 55.5 5.25 7 4 5.75 5.75 4.25 3.75 40.25 5.25 5.5 4.5 64.75 16.5 4.25 3.25 3 5 2 6.5 5.75 "2010" "06" 0.161332798630884 2010-06-01
"79" "2010-07" 17.75 5.25 5.75 3.75 5 67 5.75 53.75 73 2.75 67.25 5.25 4 65 4.75 4.5 68.75 4.75 51.5 3.5 4.75 0 8.25 3 2.25 3.75 4.75 3.5 4.5 3 2.5 3.75 5.75 42.5 59 5.25 6.25 44.75 4.5 6.75 4 4.75 6 5 3.5 30.75 5.5 6.5 7.25 57.25 16.75 5 3 3 4.75 2.75 5 3.75 "2010" "07" 0.164660380739302 2010-07-01
"80" "2010-08" 18.4 4.6 6.2 5.4 5 70 5.2 60.4 70 4.8 68.6 5.2 4.8 60.6 5.4 4.4 68.4 0.8 52.8 4.2 5 0.4 8.2 3 6.4 3.2 5.2 3.6 4 2.6 2 3.8 6 42 60.4 3.8 6.8 46.6 5.2 6.8 4.2 3.8 5.6 4 2.8 33.4 4.2 2.8 4.6 59.6 20.4 5 3 3.2 3 2.6 5 0 "2010" "08" 0.162095252636712 2010-08-01
"81" "2010-09" 20 5 5.75 4.5 4.75 62 4.25 59.75 61.25 4 62.25 5.5 4 53.25 4.25 4 69.25 0 57.75 3.5 4.5 0 7.75 2.5 4 4.25 4.25 4 3.75 2.25 2 3.25 6.75 46.5 67.25 3 6 49.25 4.5 6.5 3.75 4.25 6.25 4 3 32 4.25 2 3.25 49 19 4.5 2.5 4.25 3.25 2.5 5 0 "2010" "09" 0.160393365672301 2010-09-01
"82" "2010-10" 19.4 5.2 5.4 4.8 4.6 61.8 4.6 55.8 54 4.6 63.4 4 4.4 52.4 4.6 3.4 69.8 2.8 52.4 3.4 5.2 0 7.2 3 2.6 4.2 4.2 4 3.6 2.4 2 3.8 5.8 50.6 61.8 2.8 6 51.2 4.6 6.6 3.6 4.4 6 3.4 2.8 30.2 4.6 2.2 4 50.8 24 4.8 3.6 6.4 4.6 2.2 5.4 4 "2010" "10" 0.164649627633124 2010-10-01
"83" "2010-11" 16.75 5 4.75 5 4.25 61 4 52.75 53.25 4.25 54.5 4.5 4 44.5 5 3.5 63.5 4.25 44 3 4 0 6.5 2.5 2 3 4.25 4.25 3.25 2.25 2.25 2.75 5.5 66.25 61.75 3.5 5.75 43.25 4.25 5.5 3.5 4.5 5.5 3.5 2.75 31 4.25 3.25 3.75 47.5 19.75 4.5 3 5 4 2.5 5.5 4.75 "2010" "11" 0.166918507333608 2010-11-01
"84" "2010-12" 15 4.5 4.5 4.5 3.75 69.75 3.5 47 52 6.5 42.5 3.5 4 49.75 5 3.25 60 3.25 32.75 3 3.75 0.25 6 2.5 2 3.75 3.75 4.5 3.25 2.5 2.25 2.75 5 64.25 55.75 3.5 6.25 35.5 3.5 5 3.5 3 4.75 3.25 2 30.5 3.75 3.75 4.75 44.25 16 4 2.25 6 4 3 3.75 4.25 "2010" "12" 0.167355176487522 2010-12-01
"85" "2011-01" 24.4 6.6 6.8 6 5.8 69.6 5.6 68.6 77 5.2 73.4 6.2 5.4 58.8 5.4 4.8 88.8 5 66 4.4 5.6 0.6 8.4 3.2 2.4 4 5 3.2 5 2.6 2 3.6 5.4 57.2 63.4 3.2 5.8 59 4.6 6.2 5.2 5 5.6 5 3.4 34.2 5.6 3 5.6 63.4 19 5.4 3 5.6 5.6 2.6 7 3.8 "2011" "01" 0.172424103145652 2011-01-01
"86" "2011-02" 21.5 5 7 6.75 6 54 3.75 60.5 70.25 4.25 69 5 4.75 64 6.5 5.25 79.5 4.25 52.5 3.75 4.5 1 8.25 3 2 3.25 4.25 2.75 4 2.75 3.25 3.25 3.5 50.25 59 3.25 4.25 58.75 5 4.75 4.5 4.75 5.75 4 3 32 5 2.5 3.75 58.75 18.25 5.25 3 4.25 5 3.75 5.75 4.25 "2011" "02" 0.173567758361451 2011-02-01
"87" "2011-03" 22.25 5 7.5 6 6.75 56 4.75 61.5 76.25 4 68 6.25 5 52.5 6.25 5.75 69 5.5 49 4 4.5 1 8 2.25 2 2.75 5.5 3.5 4 2.25 2.25 3.75 5 54.75 65 3 5.25 56 5 5.5 4.75 4.75 6.5 4.25 2.75 33.5 4.75 2 3.5 51.25 20 4.75 3.75 3.5 6 3.75 6 5.25 "2011" "03" 0.173590029498141 2011-03-01
"88" "2011-04" 48.75 5.25 6.75 6.75 6.25 64.25 4.5 68.75 78.25 4.75 67 6.75 5.25 53 5.25 5.25 78.5 4.75 60.75 3.75 4.5 1 8 2.75 2 4.5 6 4.25 3.75 2 4.25 4 6 53.75 62.5 2.75 6 65.5 5.25 6 4 5.25 6.75 4.25 3 34.75 5.25 2.25 4.25 50.25 24.75 5 4 3.75 6.75 3 6 5.5 "2011" "04" 0.175027241752283 2011-04-01
"89" "2011-05" 23.4 6.2 7.4 7 6.6 74 4.8 75.6 83.4 4.6 74.4 7.4 5.4 50.4 5.2 4.8 75.8 4.4 59.6 4.6 5.4 1 8.2 2.4 1.6 5 6.2 5.8 3.8 2 2 3.4 7.2 49 63 2.2 7.4 74.6 4.8 7.6 3.8 6.4 6.4 4.8 3.6 36.4 5.4 2 3.8 54.6 21 4.8 4 4.8 6.4 4.8 6.6 5.8 "2011" "05" 0.172280714897472 2011-05-01
"90" "2011-06" 23.5 8 8 6.75 6.25 79.5 5 79.25 80.5 4.5 81.5 8 6 53.25 5.25 6 81.25 4.25 67.25 5 6 1 9 3 2 4.25 6.5 5.75 3.75 3 2 3.25 7.5 49 63.75 3.5 7.5 82 5 8.25 5.5 6.5 6.5 6 4 32.75 6 2 4 61.75 19.75 5.5 3 5.5 6 3.5 8 4.25 "2011" "06" 0.167434787220415 2011-06-01
"91" "2011-07" 24.8 8.2 8.4 7.6 7 85.8 5.6 76.4 87.2 4.8 86.2 7.6 6.6 76.2 7.2 5.4 80.2 6 63.6 5.4 6.4 1 8.8 3 3.2 5.6 7.4 5.8 4.4 2.8 2.6 3.8 8.2 51.8 66.4 3 8 70.8 5 8.4 5 6.2 6.6 4.8 3.4 32.6 5.6 2.2 4.2 64.8 26.6 6.4 3.4 7.2 6 3.8 6.8 4.6 "2011" "07" 0.168933629319475 2011-07-01
"92" "2011-08" 24.75 8.5 8.5 6.25 7 87 6 77.75 75.75 3.5 80.75 6.5 6.5 60.75 5 4.5 74.5 5.5 61.25 6 6.75 1.75 9 3 7 5.75 6.75 7 4.25 2 2 3.5 7.5 50 66.5 2.5 8 72.5 4.75 7.5 4.5 6.5 6.75 4.75 3 33.25 5 2.5 4 64 25.5 6.25 3 6 5.75 2.75 7.25 4.5 "2011" "08" 0.166484227900671 2011-08-01
"93" "2011-09" 25 8.75 7.75 7.5 6.5 79.75 5.5 73.5 67.75 3.25 75.5 5.75 6.25 66.25 5.25 4 77 5 63.25 5.5 6.75 4.75 9 3 4.5 4.5 6.5 4.5 4 2 2.25 3.25 7.5 51 65.5 2.5 7.25 68.25 4.75 7.5 4.25 7 6.5 4.5 2.75 32 5.25 2.25 3.75 63 23.75 6.5 3.5 6.5 5 3.25 7.25 4 "2011" "09" 0.166603495902198 2011-09-01
"94" "2011-10" 22.6 7.6 8 7.6 6.6 82 5.8 80.2 66 3.8 77.8 5.4 6 61.2 5.4 3.6 74.8 5.2 51.4 5.4 6 4.6 8.6 3 3.4 5.2 5.4 6 4 2 2.2 3.2 7.8 58 60.6 3 7.2 67.8 4.8 8 4 5.6 6.8 3.6 2.8 32.2 5.2 2 3.6 59.6 25.4 6 3.6 5.2 5.4 3 7 3.8 "2011" "10" 0.166452795224951 2011-10-01
"95" "2011-11" 20.25 6.75 7.75 8.75 5.75 84.25 5.25 66 62.25 2.5 67.5 4.75 5.75 54 6 4 76 5 43.5 4.75 5.25 1.75 7.75 2.75 1.75 4.75 5.5 6 4 2 2.75 2.75 6.75 72.25 62.75 3.5 7.25 51.5 4.25 6.75 3.75 4.25 6.25 3.5 2.75 30.75 4 1.75 3.5 57.5 29 5.5 3 4.75 4.5 3 6.25 5 "2011" "11" 0.162074284077118 2011-11-01
"96" "2011-12" 17.25 6 7 6.5 6 90.75 5 56.25 59.5 4 51.25 3.75 5.75 53 4.75 3 70 5.5 44 5 4.75 1.25 7.25 2.25 1.5 6 5 7 3.25 1.75 1.75 2.75 7 69.5 60.25 2.5 8.5 50.5 3.5 7.5 4 4 5.25 3.25 2 29 3.75 2 3.75 54.5 24.5 6.5 2.75 4.25 3.5 2.25 6.25 4 "2011" "12" 0.166266787695885 2011-12-01
"97" "2012-01" 24.8 7.4 8.6 7.8 7.2 78.8 5 70.2 77.2 4.8 74.8 6.2 7 64.4 6.2 4.4 87.2 6.6 53.8 5.4 6 1.4 8.4 3 2.2 4.6 5.8 4.6 4.2 2.2 2 3.2 6.8 53.6 65 3.2 6.4 62.2 4.8 6.8 4.4 5.6 5.6 4 3 31.8 4.8 2 4.6 61.6 21 6.2 3.2 4.8 4.8 2.8 7 4.6 "2012" "01" 0.170000153018084 2012-01-01
"98" "2012-02" 23.75 5.5 7.5 7 7 60.75 4 61.5 71.75 3 66.5 5 6 55.75 5.25 4.5 75.25 6.5 62 4.75 4.5 1 8 3 2 4.25 5 3.5 3 2 2.75 3 4.5 51 59.75 3.5 4.75 61.75 4.25 4.75 4.25 5.25 5.25 3.5 2.25 30 4.5 2 3.5 58.75 29.25 5.25 3 3.5 4.75 4 7 4.75 "2012" "02" 0.170390146953553 2012-02-01
"99" "2012-03" 23.75 5.5 7.5 6.75 7.25 61.25 4.5 66 70.25 3.25 69.75 6 6 50.25 5.75 5.75 63.25 5.5 51.75 4.25 4.75 1 8 3.25 1.75 3.25 6 4 3.25 2 2.25 3 5.5 48.75 62.25 2.5 5.25 64.75 5 5.5 4.25 6.25 5.75 3.5 3 30.75 4.5 1.5 3 59 25.5 5.75 3.5 3.75 7.25 3.25 6.75 6.25 "2012" "03" 0.171212537464911 2012-03-01
